#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 04 09 50 323  3.1  4.0  0.58  6.25  4.07 149 1020.5  13.2  18.9   9.6 99.0 99.00
2009 01 04 10 20 328  2.3  2.9  0.59  7.69  4.21 109 1020.6  13.2  18.9   9.4 99.0 99.00
2009 01 04 10 50 314  2.8  3.7  0.53  6.67  4.03 105 1021.0  13.4  18.9   9.9 99.0 99.00
2009 01 04 11 20 335  3.5  4.3  0.58  6.25  4.18 135 1021.0  13.4  18.9  10.3 99.0 99.00
2009 01 04 11 50 318  2.0  3.1  0.57  5.88  4.08 121 1021.2  13.2  18.9  10.4 99.0 99.00
2009 01 04 12 20 313  0.5  1.0  0.55  5.88  4.15 124 1021.4  13.5  18.9  10.5 99.0 99.00
2009 01 04 12 50 337  0.2  0.7  0.59  6.67  4.31  96 1021.6  13.8  18.9  10.6 99.0 99.00
2009 01 04 13 20 180  0.0  0.2  0.52  5.56  4.20 126 1021.6  14.1  18.9  10.7 99.0 99.00
2009 01 04 13 50 185  0.1  0.5  0.54  7.14  4.46  89 1021.5  14.8  18.9  11.0 99.0 99.00
2009 01 04 14 20 197  1.0  1.6  0.51  5.26  4.48 131 1021.9  15.3  19.0  11.1 99.0 99.00
2009 01 04 14 50 229  1.5  2.5  0.52  6.67  4.73  81 1022.2  15.5  19.0  11.2 99.0 99.00
2009 01 04 15 20 208  1.2  2.1  0.53  7.14  4.93  95 1022.2  15.7  19.1  11.3 99.0 99.00
2009 01 04 15 50 259  1.9  3.5  0.53  5.88  4.84 114 1022.3  16.0  19.2  11.6 99.0 99.00
2009 01 04 16 20 294  3.0  3.9  0.52  9.09  5.19  95 1022.0  15.8  19.2  12.4 99.0 99.00
2009 01 04 16 50 161  1.3  2.0  0.49  9.09  5.29  96 1021.3  16.3  19.3  12.6 99.0 99.00
2009 01 04 17 20 207  3.6  4.5  0.49  9.09  5.27  90 1020.9  16.1  19.4  12.6 99.0 99.00
2009 01 04 17 50 187  4.9  6.2  0.52  9.09  5.53  78 1020.7  16.2  19.4  12.9 99.0 99.00
2009 01 04 18 20 187  4.0  5.7  0.45  9.09  5.17  92 1020.3  16.4  19.3  13.4 99.0 99.00
2009 01 04 18 50 194  4.3  5.3  0.50  9.09  5.45  73 1020.1  16.6  19.2  13.8 99.0 99.00
2009 01 04 19 20 218  4.2  5.2  0.45  8.33  5.43  82 1019.9  16.9  19.2  14.1 99.0 99.00
2009 01 04 19 50 209  4.3  5.0  0.45  7.14  5.36  85 1019.7  17.2  19.2  14.0 99.0 99.00
2009 01 04 20 20 212  5.0  6.0  0.48  8.33  5.51  91 1019.7  17.4  19.2  14.2 99.0 99.00
2009 01 04 20 50 207  5.8  6.7  0.46  8.33  4.90  83 1019.8  17.3  19.2  14.5 99.0 99.00
2009 01 04 21 20 212  5.4  6.2  0.51  8.33  4.07  92 1019.9  17.5  19.2  14.7 99.0 99.00
2009 01 04 21 50 202  5.6  6.6  0.53  8.33  3.88  90 1019.9  17.7  19.1  14.9 99.0 99.00
2009 01 04 22 20 214  5.0  5.8  0.57  8.33  3.73  90 1020.0  17.9  19.1  15.2 99.0 99.00
2009 01 04 22 50 213  5.6  6.4  0.58  9.09  3.80  81 1020.1  18.2  19.0  15.5 99.0 99.00
2009 01 04 23 20 199  6.3  7.0  0.60  7.69  3.75  84 1020.2  18.4  19.0  15.7 99.0 99.00
2009 01 04 23 50 202  6.2  7.0  0.63  2.74  3.56 203 1020.4  18.6  19.0  15.9 99.0 99.00
2009 01 05 00 20 208  5.7  6.4  0.65  7.14  3.61  85 1020.6  18.7  19.0  16.2 99.0 99.00
2009 01 05 00 50 231  5.5  6.9  0.60  6.67  3.69  83 1020.6  18.6  19.0  16.2 99.0 99.00
2009 01 05 01 20 222  4.7  5.6  0.60  7.69  3.69  88 1020.4  18.4  19.0  16.2 99.0 99.00
2009 01 05 01 50 222  4.5  5.9  0.56  2.94  3.74 218 1020.5  18.5  19.0  16.1 99.0 99.00
2009 01 05 02 20 222  4.6  5.4  0.57  8.33  4.07  81 1020.4  18.7  19.1  16.2 99.0 99.00
2009 01 05 02 50 212  5.3  5.9  0.57  7.14  4.06  86 1020.1  18.5  19.1  16.0 99.0 99.00
2009 01 05 03 20 204  5.1  5.9  0.54  7.69  3.83  89 1019.8  18.5  19.2  15.9 99.0 99.00
2009 01 05 03 50 205  4.7  5.6  0.50  8.33  3.86  95 1019.7  18.5  19.3  15.9 99.0 99.00
2009 01 05 04 20 232  4.3  5.5  0.52  8.33  3.95  79 1019.4  18.7  19.3  16.0 99.0 99.00
2009 01 05 04 50 240  6.6  8.1  0.52  7.14  3.94  98 1019.1  18.6  19.3  16.2 99.0 99.00
2009 01 05 05 20 245  7.2  8.6  0.53  8.33  3.38  94 1018.9  17.9  19.4  15.9 99.0 99.00
2009 01 05 05 50 257  7.6  8.8  0.61  8.33  3.27  80 1018.7  17.3  19.4  15.6 99.0 99.00
2009 01 05 06 20 260  6.8  7.7  0.61  2.94  3.34 229 1018.6  16.9  19.4  15.5 99.0 99.00
2009 01 05 06 50 277  6.8  8.3  0.67  3.03  3.28 229 1018.6  16.2  19.4  15.1 99.0 99.00
2009 01 05 07 50 292  6.4  7.9  0.73  3.57  3.46 224 1018.6  15.7  19.3  14.8 99.0 99.00
2009 01 05 08 20 275  7.5  9.1  0.72  3.45  3.44 236 1018.6  16.4  19.3  15.1 99.0 99.00
2009 01 05 08 50 279  7.1  9.4  0.75  3.85  3.59 220 1018.4  16.5  19.3  14.4 99.0 99.00
2009 01 05 09 20 290  7.4  9.5  0.73  3.85  3.53 219 1018.4  16.6  19.2  14.6 99.0 99.00
2009 01 05 09 50 287  8.0  9.1  0.70  3.85  3.54 219 1018.2  16.3  19.2  14.4 99.0 99.00
2009 01 05 10 20 286  7.5  9.4  0.67  3.85  3.53 218 1018.2  16.1  19.2  14.2 99.0 99.00
2009 01 05 10 50 288  7.1  8.8  0.69  3.85  3.49 227 1018.3  16.0  19.2  14.2 99.0 99.00
2009 01 05 11 20 303  6.0  6.9  0.67  3.70  3.54 232 1018.2  15.6  19.2  14.0 99.0 99.00
2009 01 05 11 50 284  6.8  7.9  0.61  3.70  3.43 234 1018.6  15.9  19.2  13.7 99.0 99.00
2009 01 05 12 20 287  7.6  9.4  0.61  3.70  3.49 227 1018.8  16.2  19.2  13.5 99.0 99.00
2009 01 05 12 50 275  6.6  7.9  0.61  3.70  3.38 229 1019.1  16.3  19.2  13.6 99.0 99.00
2009 01 05 13 20 264  6.7  8.3  0.61  3.45  3.49 242 1018.9  16.4  19.2  13.6 99.0 99.00
2009 01 05 13 50 272  5.5  6.9  0.59  3.57  3.46 237 1019.0  16.3  19.2  13.5 99.0 99.00
2009 01 05 14 20 251  5.5  6.7  0.59  3.70  3.54 237 1019.2  16.5  19.2  13.6 99.0 99.00
2009 01 05 14 50 250  7.3  9.0  0.58  3.70  3.40 232 1019.5  16.4  19.3  13.5 99.0 99.00
2009 01 05 15 20 262  7.3  8.9  0.63  3.70  3.40 227 1019.6  16.3  19.3  13.7 99.0 99.00
2009 01 05 15 50 257  6.8  8.6  0.67  3.85  3.29 226 1019.6  16.0  19.3  13.8 99.0 99.00
2009 01 05 16 20 244  6.8  8.3  0.72  3.70  3.46 241 1018.8  15.9  19.4  13.9 99.0 99.00
